## Tue Sep  1 17:16:42 2026
## emapper-2.1.13
## /opt/venv/bin/emapper.py -i input.fasta -o query --output_dir output --temp_dir output --data_dir /data --cpu 10 --override --itype proteins -m diamond --dmnd_iterate no
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G000100.1	3847.GLYMA15G43289.1	1.15e-45	164.0	COG0147@1|root,COG0596@1|root,KOG1223@2759|Eukaryota,KOG2382@2759|Eukaryota,37RRC@33090|Viridiplantae,3GENA@35493|Streptophyta,4JEFI@91835|fabids	35493|Streptophyta	E	Protein PHYLLO, chloroplastic-like	-	GO:0006732,GO:0006766,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009110,GO:0009987,GO:0010109,GO:0019222,GO:0031323,GO:0042180,GO:0042181,GO:0042372,GO:0042374,GO:0042548,GO:0042550,GO:0043467,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0050789,GO:0050794,GO:0051186,GO:0051188,GO:0065007,GO:0071704,GO:1901576,GO:1901661,GO:1901663	2.2.1.9,4.2.1.113,4.2.99.20,5.4.4.2	ko:K14759	ko00130,ko01100,ko01110,map00130,map01100,map01110	-	R01717,R04031,R08165,R08166	RC00588,RC01053,RC02148,RC02186,RC02475	ko00000,ko00001,ko01000	-	-	-	Abhydrolase_1,Abhydrolase_6,MR_MLE_C,TPP_enzyme_C,TPP_enzyme_M_2,TPP_enzyme_N
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G006100.11	3847.GLYMA01G00880.1	1.63e-272	750.0	2CMFN@1|root,2QQ7W@2759|Eukaryota,37K88@33090|Viridiplantae,3G7D0@35493|Streptophyta,4JNTI@91835|fabids	35493|Streptophyta	K	No apical meristem (NAM) protein	-	GO:0000075,GO:0000077,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006355,GO:0006950,GO:0006974,GO:0008150,GO:0009314,GO:0009628,GO:0009889,GO:0009987,GO:0010212,GO:0010332,GO:0010468,GO:0010556,GO:0010564,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0031570,GO:0033043,GO:0033554,GO:0040020,GO:0043565,GO:0045786,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051252,GO:0051445,GO:0051716,GO:0051726,GO:0051783,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:2000112,GO:2000241,GO:2001141	-	-	-	-	-	-	-	-	-	-	NAM
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G006100.12	3847.GLYMA01G00880.1	2.38e-256	707.0	2CMFN@1|root,2QQ7W@2759|Eukaryota,37K88@33090|Viridiplantae,3G7D0@35493|Streptophyta,4JNTI@91835|fabids	35493|Streptophyta	K	No apical meristem (NAM) protein	-	GO:0000075,GO:0000077,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006355,GO:0006950,GO:0006974,GO:0008150,GO:0009314,GO:0009628,GO:0009889,GO:0009987,GO:0010212,GO:0010332,GO:0010468,GO:0010556,GO:0010564,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0031570,GO:0033043,GO:0033554,GO:0040020,GO:0043565,GO:0045786,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051252,GO:0051445,GO:0051716,GO:0051726,GO:0051783,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:2000112,GO:2000241,GO:2001141	-	-	-	-	-	-	-	-	-	-	NAM
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G006100.13	3847.GLYMA01G00880.1	7.82e-252	696.0	2CMFN@1|root,2QQ7W@2759|Eukaryota,37K88@33090|Viridiplantae,3G7D0@35493|Streptophyta,4JNTI@91835|fabids	35493|Streptophyta	K	No apical meristem (NAM) protein	-	GO:0000075,GO:0000077,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006355,GO:0006950,GO:0006974,GO:0008150,GO:0009314,GO:0009628,GO:0009889,GO:0009987,GO:0010212,GO:0010332,GO:0010468,GO:0010556,GO:0010564,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0031570,GO:0033043,GO:0033554,GO:0040020,GO:0043565,GO:0045786,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051252,GO:0051445,GO:0051716,GO:0051726,GO:0051783,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:2000112,GO:2000241,GO:2001141	-	-	-	-	-	-	-	-	-	-	NAM
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G006200.1	3847.GLYMA01G00890.1	1.68e-171	496.0	2CMKD@1|root,2QQNY@2759|Eukaryota,37P1C@33090|Viridiplantae,3G7WY@35493|Streptophyta,4JSI2@91835|fabids	35493|Streptophyta	S	leucine-rich repeat extensin-like protein	-	-	-	-	-	-	-	-	-	-	-	-	LRRNT_2,LRR_1,LRR_8
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G006200.2	3847.GLYMA01G00890.1	1.45e-172	496.0	2CMKD@1|root,2QQNY@2759|Eukaryota,37P1C@33090|Viridiplantae,3G7WY@35493|Streptophyta,4JSI2@91835|fabids	35493|Streptophyta	S	leucine-rich repeat extensin-like protein	-	-	-	-	-	-	-	-	-	-	-	-	LRRNT_2,LRR_1,LRR_8
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G006300.1	3847.GLYMA01G00910.1	2.21e-314	855.0	28NZ8@1|root,2QS7R@2759|Eukaryota,37PCH@33090|Viridiplantae,3G8XS@35493|Streptophyta,4JDD4@91835|fabids	35493|Streptophyta	S	Protein of unknown function (DUF1005)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1005
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G006400.1	3847.GLYMA01G00920.1	6.77e-96	278.0	KOG1755@1|root,KOG1755@2759|Eukaryota,37U4Q@33090|Viridiplantae,3GIB8@35493|Streptophyta,4JNXZ@91835|fabids	35493|Streptophyta	Z	Binds to actin and affects the structure of the cytoskeleton. At high concentrations, profilin prevents the polymerization of actin, whereas it enhances it at low concentrations	-	GO:0003674,GO:0003779,GO:0003785,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005856,GO:0005938,GO:0008064,GO:0008092,GO:0008104,GO:0008150,GO:0009987,GO:0010639,GO:0015629,GO:0016043,GO:0030832,GO:0030833,GO:0030837,GO:0031333,GO:0032271,GO:0032272,GO:0032507,GO:0032535,GO:0032956,GO:0032970,GO:0033036,GO:0033043,GO:0034613,GO:0042989,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043254,GO:0044087,GO:0044424,GO:0044444,GO:0044464,GO:0045185,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051128,GO:0051129,GO:0051179,GO:0051235,GO:0051493,GO:0051494,GO:0051641,GO:0051651,GO:0065007,GO:0065008,GO:0070727,GO:0071840,GO:0071944,GO:0090066,GO:0099568,GO:0110053,GO:1902903,GO:1902904	-	ko:K05759	ko04013,ko04015,ko04810,ko05131,ko05132,map04013,map04015,map04810,map05131,map05132	-	-	-	ko00000,ko00001,ko04131,ko04147,ko04812	-	-	-	Profilin
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G006500.1	3847.GLYMA01G00930.1	2.45e-122	350.0	KOG4210@1|root,KOG4210@2759|Eukaryota,37V8I@33090|Viridiplantae,3GJJV@35493|Streptophyta,4JQME@91835|fabids	35493|Streptophyta	K	RNA binding	-	-	-	-	-	-	-	-	-	-	-	-	-
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G006600.1	3847.GLYMA01G00940.1	1.18e-35	133.0	COG0018@1|root,KOG4426@2759|Eukaryota,37HQS@33090|Viridiplantae,3G9WM@35493|Streptophyta,4JJW5@91835|fabids	35493|Streptophyta	J	Belongs to the class-I aminoacyl-tRNA synthetase family	-	GO:0000003,GO:0003006,GO:0003674,GO:0003824,GO:0004812,GO:0004814,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006420,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0007275,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0009790,GO:0009791,GO:0009793,GO:0009987,GO:0010154,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0022414,GO:0032501,GO:0032502,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0048316,GO:0048608,GO:0048731,GO:0048856,GO:0061458,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.19	ko:K01887	ko00970,map00970	M00359,M00360	R03646	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	Arg_tRNA_synt_N,DALR_1,tRNA-synt_1d
## 117 queries scanned
## Total time (seconds): 0.8079218864440918
## Rate: 144.82 q/s
